f1_flight_num,f1_origin_city,f1_dest_city,f1_actual_time,f2_flight_num,f2_origin_city,f2_dest_city,f2_actual_time,actual_time
116,Seattle WA,San Francisco CA,122,96,San Francisco CA,Boston MA,336,458
202,Seattle WA,San Francisco CA,130,96,San Francisco CA,Boston MA,336,466
316,Seattle WA,San Francisco CA,137,96,San Francisco CA,Boston MA,336,473
498,Seattle WA,San Francisco CA,126,96,San Francisco CA,Boston MA,336,462
596,Seattle WA,San Francisco CA,116,96,San Francisco CA,Boston MA,336,452
816,Seattle WA,San Francisco CA,122,96,San Francisco CA,Boston MA,336,458
755,Seattle WA,San Francisco CA,113,96,San Francisco CA,Boston MA,336,449
759,Seattle WA,San Francisco CA,135,96,San Francisco CA,Boston MA,336,471
1449,Seattle WA,San Francisco CA,119,96,San Francisco CA,Boston MA,336,455
1499,Seattle WA,San Francisco CA,111,96,San Francisco CA,Boston MA,336,447
1531,Seattle WA,San Francisco CA,115,96,San Francisco CA,Boston MA,336,451
1725,Seattle WA,San Francisco CA,121,96,San Francisco CA,Boston MA,336,457
751,Seattle WA,San Francisco CA,113,96,San Francisco CA,Boston MA,336,449
753,Seattle WA,San Francisco CA,116,96,San Francisco CA,Boston MA,336,452
6530,Seattle WA,San Francisco CA,121,96,San Francisco CA,Boston MA,336,457
294,Seattle WA,San Francisco CA,123,96,San Francisco CA,Boston MA,336,459
371,Seattle WA,San Francisco CA,129,96,San Francisco CA,Boston MA,336,465
508,Seattle WA,San Francisco CA,128,96,San Francisco CA,Boston MA,336,464
816,Seattle WA,San Francisco CA,131,96,San Francisco CA,Boston MA,336,467
1073,Seattle WA,San Francisco CA,0,96,San Francisco CA,Boston MA,336,336
304,Seattle WA,San Francisco CA,127,96,San Francisco CA,Boston MA,336,463
306,Seattle WA,San Francisco CA,115,96,San Francisco CA,Boston MA,336,451
308,Seattle WA,San Francisco CA,120,96,San Francisco CA,Boston MA,336,456
316,Seattle WA,San Francisco CA,116,96,San Francisco CA,Boston MA,336,452
318,Seattle WA,San Francisco CA,123,96,San Francisco CA,Boston MA,336,459
320,Seattle WA,San Francisco CA,113,96,San Francisco CA,Boston MA,336,449
791,Seattle WA,San Francisco CA,111,96,San Francisco CA,Boston MA,336,447
977,Seattle WA,San Francisco CA,118,96,San Francisco CA,Boston MA,336,454
993,Seattle WA,San Francisco CA,115,96,San Francisco CA,Boston MA,336,451
1237,Seattle WA,San Francisco CA,121,96,San Francisco CA,Boston MA,336,457
300,Seattle WA,San Francisco CA,119,96,San Francisco CA,Boston MA,336,455
302,Seattle WA,San Francisco CA,119,96,San Francisco CA,Boston MA,336,455
884,Seattle WA,San Francisco CA,115,96,San Francisco CA,Boston MA,336,451
156,Seattle WA,San Francisco CA,116,96,San Francisco CA,Boston MA,336,452
198,Seattle WA,San Francisco CA,123,96,San Francisco CA,Boston MA,336,459
239,Seattle WA,San Francisco CA,116,96,San Francisco CA,Boston MA,336,452
729,Seattle WA,San Francisco CA,119,96,San Francisco CA,Boston MA,336,455
785,Seattle WA,San Francisco CA,112,96,San Francisco CA,Boston MA,336,448
228,Seattle WA,Los Angeles CA,150,148,Los Angeles CA,Boston MA,332,482
280,Seattle WA,Los Angeles CA,150,148,Los Angeles CA,Boston MA,332,482
292,Seattle WA,Los Angeles CA,161,148,Los Angeles CA,Boston MA,332,493
468,Seattle WA,Los Angeles CA,145,148,Los Angeles CA,Boston MA,332,477
502,Seattle WA,Los Angeles CA,162,148,Los Angeles CA,Boston MA,332,494
524,Seattle WA,Los Angeles CA,154,148,Los Angeles CA,Boston MA,332,486
848,Seattle WA,Los Angeles CA,161,148,Los Angeles CA,Boston MA,332,493
1974,Seattle WA,Los Angeles CA,151,148,Los Angeles CA,Boston MA,332,483
5611,Seattle WA,Los Angeles CA,178,148,Los Angeles CA,Boston MA,332,510
1780,Seattle WA,Los Angeles CA,151,148,Los Angeles CA,Boston MA,332,483
784,Seattle WA,Los Angeles CA,146,148,Los Angeles CA,Boston MA,332,478
798,Seattle WA,Los Angeles CA,150,148,Los Angeles CA,Boston MA,332,482
482,Seattle WA,Los Angeles CA,149,148,Los Angeles CA,Boston MA,332,481
1470,Seattle WA,Los Angeles CA,153,148,Los Angeles CA,Boston MA,332,485
1550,Seattle WA,Los Angeles CA,161,148,Los Angeles CA,Boston MA,332,493
1578,Seattle WA,Los Angeles CA,157,148,Los Angeles CA,Boston MA,332,489
128,Seattle WA,Los Angeles CA,158,148,Los Angeles CA,Boston MA,332,490
198,Seattle WA,Los Angeles CA,160,148,Los Angeles CA,Boston MA,332,492
460,Seattle WA,Los Angeles CA,154,148,Los Angeles CA,Boston MA,332,486
462,Seattle WA,Los Angeles CA,152,148,Los Angeles CA,Boston MA,332,484
464,Seattle WA,Los Angeles CA,163,148,Los Angeles CA,Boston MA,332,495
470,Seattle WA,Los Angeles CA,181,148,Los Angeles CA,Boston MA,332,513
472,Seattle WA,Los Angeles CA,155,148,Los Angeles CA,Boston MA,332,487
474,Seattle WA,Los Angeles CA,154,148,Los Angeles CA,Boston MA,332,486
446,Seattle WA,Los Angeles CA,155,148,Los Angeles CA,Boston MA,332,487
448,Seattle WA,Los Angeles CA,154,148,Los Angeles CA,Boston MA,332,486
450,Seattle WA,Los Angeles CA,151,148,Los Angeles CA,Boston MA,332,483
452,Seattle WA,Los Angeles CA,148,148,Los Angeles CA,Boston MA,332,480
454,Seattle WA,Los Angeles CA,157,148,Los Angeles CA,Boston MA,332,489
456,Seattle WA,Los Angeles CA,159,148,Los Angeles CA,Boston MA,332,491
703,Seattle WA,Los Angeles CA,153,148,Los Angeles CA,Boston MA,332,485
771,Seattle WA,Los Angeles CA,145,148,Los Angeles CA,Boston MA,332,477
1167,Seattle WA,Los Angeles CA,167,148,Los Angeles CA,Boston MA,332,499
1175,Seattle WA,Los Angeles CA,151,148,Los Angeles CA,Boston MA,332,483
440,Seattle WA,Los Angeles CA,153,148,Los Angeles CA,Boston MA,332,485
444,Seattle WA,Los Angeles CA,195,148,Los Angeles CA,Boston MA,332,527
530,Seattle WA,Los Angeles CA,160,148,Los Angeles CA,Boston MA,332,492
534,Seattle WA,Los Angeles CA,156,148,Los Angeles CA,Boston MA,332,488
568,Seattle WA,Los Angeles CA,149,148,Los Angeles CA,Boston MA,332,481
570,Seattle WA,Los Angeles CA,160,148,Los Angeles CA,Boston MA,332,492
698,Seattle WA,Los Angeles CA,154,148,Los Angeles CA,Boston MA,332,486
495,Seattle WA,Los Angeles CA,151,148,Los Angeles CA,Boston MA,332,483
116,Seattle WA,San Francisco CA,122,150,San Francisco CA,Boston MA,332,454
202,Seattle WA,San Francisco CA,130,150,San Francisco CA,Boston MA,332,462
316,Seattle WA,San Francisco CA,137,150,San Francisco CA,Boston MA,332,469
498,Seattle WA,San Francisco CA,126,150,San Francisco CA,Boston MA,332,458
596,Seattle WA,San Francisco CA,116,150,San Francisco CA,Boston MA,332,448
816,Seattle WA,San Francisco CA,122,150,San Francisco CA,Boston MA,332,454
755,Seattle WA,San Francisco CA,113,150,San Francisco CA,Boston MA,332,445
759,Seattle WA,San Francisco CA,135,150,San Francisco CA,Boston MA,332,467
1449,Seattle WA,San Francisco CA,119,150,San Francisco CA,Boston MA,332,451
1499,Seattle WA,San Francisco CA,111,150,San Francisco CA,Boston MA,332,443
1531,Seattle WA,San Francisco CA,115,150,San Francisco CA,Boston MA,332,447
1725,Seattle WA,San Francisco CA,121,150,San Francisco CA,Boston MA,332,453
751,Seattle WA,San Francisco CA,113,150,San Francisco CA,Boston MA,332,445
753,Seattle WA,San Francisco CA,116,150,San Francisco CA,Boston MA,332,448
6530,Seattle WA,San Francisco CA,121,150,San Francisco CA,Boston MA,332,453
294,Seattle WA,San Francisco CA,123,150,San Francisco CA,Boston MA,332,455
371,Seattle WA,San Francisco CA,129,150,San Francisco CA,Boston MA,332,461
508,Seattle WA,San Francisco CA,128,150,San Francisco CA,Boston MA,332,460
816,Seattle WA,San Francisco CA,131,150,San Francisco CA,Boston MA,332,463
1073,Seattle WA,San Francisco CA,0,150,San Francisco CA,Boston MA,332,332
304,Seattle WA,San Francisco CA,127,150,San Francisco CA,Boston MA,332,459
306,Seattle WA,San Francisco CA,115,150,San Francisco CA,Boston MA,332,447
308,Seattle WA,San Francisco CA,120,150,San Francisco CA,Boston MA,332,452
316,Seattle WA,San Francisco CA,116,150,San Francisco CA,Boston MA,332,448
318,Seattle WA,San Francisco CA,123,150,San Francisco CA,Boston MA,332,455
320,Seattle WA,San Francisco CA,113,150,San Francisco CA,Boston MA,332,445
791,Seattle WA,San Francisco CA,111,150,San Francisco CA,Boston MA,332,443
977,Seattle WA,San Francisco CA,118,150,San Francisco CA,Boston MA,332,450
993,Seattle WA,San Francisco CA,115,150,San Francisco CA,Boston MA,332,447
1237,Seattle WA,San Francisco CA,121,150,San Francisco CA,Boston MA,332,453
300,Seattle WA,San Francisco CA,119,150,San Francisco CA,Boston MA,332,451
302,Seattle WA,San Francisco CA,119,150,San Francisco CA,Boston MA,332,451
884,Seattle WA,San Francisco CA,115,150,San Francisco CA,Boston MA,332,447
156,Seattle WA,San Francisco CA,116,150,San Francisco CA,Boston MA,332,448
198,Seattle WA,San Francisco CA,123,150,San Francisco CA,Boston MA,332,455
239,Seattle WA,San Francisco CA,116,150,San Francisco CA,Boston MA,332,448
729,Seattle WA,San Francisco CA,119,150,San Francisco CA,Boston MA,332,451
785,Seattle WA,San Francisco CA,112,150,San Francisco CA,Boston MA,332,444
228,Seattle WA,Los Angeles CA,150,192,Los Angeles CA,Boston MA,346,496
280,Seattle WA,Los Angeles CA,150,192,Los Angeles CA,Boston MA,346,496
292,Seattle WA,Los Angeles CA,161,192,Los Angeles CA,Boston MA,346,507
468,Seattle WA,Los Angeles CA,145,192,Los Angeles CA,Boston MA,346,491
502,Seattle WA,Los Angeles CA,162,192,Los Angeles CA,Boston MA,346,508
524,Seattle WA,Los Angeles CA,154,192,Los Angeles CA,Boston MA,346,500
848,Seattle WA,Los Angeles CA,161,192,Los Angeles CA,Boston MA,346,507
1974,Seattle WA,Los Angeles CA,151,192,Los Angeles CA,Boston MA,346,497
5611,Seattle WA,Los Angeles CA,178,192,Los Angeles CA,Boston MA,346,524
1780,Seattle WA,Los Angeles CA,151,192,Los Angeles CA,Boston MA,346,497
784,Seattle WA,Los Angeles CA,146,192,Los Angeles CA,Boston MA,346,492
798,Seattle WA,Los Angeles CA,150,192,Los Angeles CA,Boston MA,346,496
482,Seattle WA,Los Angeles CA,149,192,Los Angeles CA,Boston MA,346,495
1470,Seattle WA,Los Angeles CA,153,192,Los Angeles CA,Boston MA,346,499
1550,Seattle WA,Los Angeles CA,161,192,Los Angeles CA,Boston MA,346,507
1578,Seattle WA,Los Angeles CA,157,192,Los Angeles CA,Boston MA,346,503
128,Seattle WA,Los Angeles CA,158,192,Los Angeles CA,Boston MA,346,504
198,Seattle WA,Los Angeles CA,160,192,Los Angeles CA,Boston MA,346,506
460,Seattle WA,Los Angeles CA,154,192,Los Angeles CA,Boston MA,346,500
462,Seattle WA,Los Angeles CA,152,192,Los Angeles CA,Boston MA,346,498
464,Seattle WA,Los Angeles CA,163,192,Los Angeles CA,Boston MA,346,509
470,Seattle WA,Los Angeles CA,181,192,Los Angeles CA,Boston MA,346,527
472,Seattle WA,Los Angeles CA,155,192,Los Angeles CA,Boston MA,346,501
474,Seattle WA,Los Angeles CA,154,192,Los Angeles CA,Boston MA,346,500
446,Seattle WA,Los Angeles CA,155,192,Los Angeles CA,Boston MA,346,501
448,Seattle WA,Los Angeles CA,154,192,Los Angeles CA,Boston MA,346,500
450,Seattle WA,Los Angeles CA,151,192,Los Angeles CA,Boston MA,346,497
452,Seattle WA,Los Angeles CA,148,192,Los Angeles CA,Boston MA,346,494
454,Seattle WA,Los Angeles CA,157,192,Los Angeles CA,Boston MA,346,503
456,Seattle WA,Los Angeles CA,159,192,Los Angeles CA,Boston MA,346,505
703,Seattle WA,Los Angeles CA,153,192,Los Angeles CA,Boston MA,346,499
771,Seattle WA,Los Angeles CA,145,192,Los Angeles CA,Boston MA,346,491
1167,Seattle WA,Los Angeles CA,167,192,Los Angeles CA,Boston MA,346,513
1175,Seattle WA,Los Angeles CA,151,192,Los Angeles CA,Boston MA,346,497
440,Seattle WA,Los Angeles CA,153,192,Los Angeles CA,Boston MA,346,499
444,Seattle WA,Los Angeles CA,195,192,Los Angeles CA,Boston MA,346,541
530,Seattle WA,Los Angeles CA,160,192,Los Angeles CA,Boston MA,346,506
534,Seattle WA,Los Angeles CA,156,192,Los Angeles CA,Boston MA,346,502
568,Seattle WA,Los Angeles CA,149,192,Los Angeles CA,Boston MA,346,495
570,Seattle WA,Los Angeles CA,160,192,Los Angeles CA,Boston MA,346,506
698,Seattle WA,Los Angeles CA,154,192,Los Angeles CA,Boston MA,346,500
495,Seattle WA,Los Angeles CA,151,192,Los Angeles CA,Boston MA,346,497
116,Seattle WA,San Francisco CA,122,194,San Francisco CA,Boston MA,356,478
202,Seattle WA,San Francisco CA,130,194,San Francisco CA,Boston MA,356,486
316,Seattle WA,San Francisco CA,137,194,San Francisco CA,Boston MA,356,493
498,Seattle WA,San Francisco CA,126,194,San Francisco CA,Boston MA,356,482
596,Seattle WA,San Francisco CA,116,194,San Francisco CA,Boston MA,356,472
816,Seattle WA,San Francisco CA,122,194,San Francisco CA,Boston MA,356,478
755,Seattle WA,San Francisco CA,113,194,San Francisco CA,Boston MA,356,469
759,Seattle WA,San Francisco CA,135,194,San Francisco CA,Boston MA,356,491
1449,Seattle WA,San Francisco CA,119,194,San Francisco CA,Boston MA,356,475
1499,Seattle WA,San Francisco CA,111,194,San Francisco CA,Boston MA,356,467
1531,Seattle WA,San Francisco CA,115,194,San Francisco CA,Boston MA,356,471
1725,Seattle WA,San Francisco CA,121,194,San Francisco CA,Boston MA,356,477
751,Seattle WA,San Francisco CA,113,194,San Francisco CA,Boston MA,356,469
753,Seattle WA,San Francisco CA,116,194,San Francisco CA,Boston MA,356,472
6530,Seattle WA,San Francisco CA,121,194,San Francisco CA,Boston MA,356,477
294,Seattle WA,San Francisco CA,123,194,San Francisco CA,Boston MA,356,479
371,Seattle WA,San Francisco CA,129,194,San Francisco CA,Boston MA,356,485
508,Seattle WA,San Francisco CA,128,194,San Francisco CA,Boston MA,356,484
816,Seattle WA,San Francisco CA,131,194,San Francisco CA,Boston MA,356,487
1073,Seattle WA,San Francisco CA,0,194,San Francisco CA,Boston MA,356,356
304,Seattle WA,San Francisco CA,127,194,San Francisco CA,Boston MA,356,483
306,Seattle WA,San Francisco CA,115,194,San Francisco CA,Boston MA,356,471
308,Seattle WA,San Francisco CA,120,194,San Francisco CA,Boston MA,356,476
316,Seattle WA,San Francisco CA,116,194,San Francisco CA,Boston MA,356,472
318,Seattle WA,San Francisco CA,123,194,San Francisco CA,Boston MA,356,479
320,Seattle WA,San Francisco CA,113,194,San Francisco CA,Boston MA,356,469
791,Seattle WA,San Francisco CA,111,194,San Francisco CA,Boston MA,356,467
977,Seattle WA,San Francisco CA,118,194,San Francisco CA,Boston MA,356,474
993,Seattle WA,San Francisco CA,115,194,San Francisco CA,Boston MA,356,471
1237,Seattle WA,San Francisco CA,121,194,San Francisco CA,Boston MA,356,477
300,Seattle WA,San Francisco CA,119,194,San Francisco CA,Boston MA,356,475
302,Seattle WA,San Francisco CA,119,194,San Francisco CA,Boston MA,356,475
884,Seattle WA,San Francisco CA,115,194,San Francisco CA,Boston MA,356,471
156,Seattle WA,San Francisco CA,116,194,San Francisco CA,Boston MA,356,472
198,Seattle WA,San Francisco CA,123,194,San Francisco CA,Boston MA,356,479
239,Seattle WA,San Francisco CA,116,194,San Francisco CA,Boston MA,356,472
729,Seattle WA,San Francisco CA,119,194,San Francisco CA,Boston MA,356,475
785,Seattle WA,San Francisco CA,112,194,San Francisco CA,Boston MA,356,468
18,Seattle WA,Orlando FL,367,212,Orlando FL,Boston MA,169,536
16,Seattle WA,Orlando FL,340,212,Orlando FL,Boston MA,169,509
228,Seattle WA,Los Angeles CA,150,222,Los Angeles CA,Boston MA,340,490
280,Seattle WA,Los Angeles CA,150,222,Los Angeles CA,Boston MA,340,490
292,Seattle WA,Los Angeles CA,161,222,Los Angeles CA,Boston MA,340,501
468,Seattle WA,Los Angeles CA,145,222,Los Angeles CA,Boston MA,340,485
502,Seattle WA,Los Angeles CA,162,222,Los Angeles CA,Boston MA,340,502
524,Seattle WA,Los Angeles CA,154,222,Los Angeles CA,Boston MA,340,494
848,Seattle WA,Los Angeles CA,161,222,Los Angeles CA,Boston MA,340,501
1974,Seattle WA,Los Angeles CA,151,222,Los Angeles CA,Boston MA,340,491
5611,Seattle WA,Los Angeles CA,178,222,Los Angeles CA,Boston MA,340,518
1780,Seattle WA,Los Angeles CA,151,222,Los Angeles CA,Boston MA,340,491
784,Seattle WA,Los Angeles CA,146,222,Los Angeles CA,Boston MA,340,486
798,Seattle WA,Los Angeles CA,150,222,Los Angeles CA,Boston MA,340,490
482,Seattle WA,Los Angeles CA,149,222,Los Angeles CA,Boston MA,340,489
1470,Seattle WA,Los Angeles CA,153,222,Los Angeles CA,Boston MA,340,493
1550,Seattle WA,Los Angeles CA,161,222,Los Angeles CA,Boston MA,340,501
1578,Seattle WA,Los Angeles CA,157,222,Los Angeles CA,Boston MA,340,497
128,Seattle WA,Los Angeles CA,158,222,Los Angeles CA,Boston MA,340,498
198,Seattle WA,Los Angeles CA,160,222,Los Angeles CA,Boston MA,340,500
460,Seattle WA,Los Angeles CA,154,222,Los Angeles CA,Boston MA,340,494
462,Seattle WA,Los Angeles CA,152,222,Los Angeles CA,Boston MA,340,492
464,Seattle WA,Los Angeles CA,163,222,Los Angeles CA,Boston MA,340,503
470,Seattle WA,Los Angeles CA,181,222,Los Angeles CA,Boston MA,340,521
472,Seattle WA,Los Angeles CA,155,222,Los Angeles CA,Boston MA,340,495
474,Seattle WA,Los Angeles CA,154,222,Los Angeles CA,Boston MA,340,494
446,Seattle WA,Los Angeles CA,155,222,Los Angeles CA,Boston MA,340,495
448,Seattle WA,Los Angeles CA,154,222,Los Angeles CA,Boston MA,340,494
450,Seattle WA,Los Angeles CA,151,222,Los Angeles CA,Boston MA,340,491
452,Seattle WA,Los Angeles CA,148,222,Los Angeles CA,Boston MA,340,488
454,Seattle WA,Los Angeles CA,157,222,Los Angeles CA,Boston MA,340,497
456,Seattle WA,Los Angeles CA,159,222,Los Angeles CA,Boston MA,340,499
703,Seattle WA,Los Angeles CA,153,222,Los Angeles CA,Boston MA,340,493
771,Seattle WA,Los Angeles CA,145,222,Los Angeles CA,Boston MA,340,485
1167,Seattle WA,Los Angeles CA,167,222,Los Angeles CA,Boston MA,340,507
1175,Seattle WA,Los Angeles CA,151,222,Los Angeles CA,Boston MA,340,491
440,Seattle WA,Los Angeles CA,153,222,Los Angeles CA,Boston MA,340,493
444,Seattle WA,Los Angeles CA,195,222,Los Angeles CA,Boston MA,340,535
530,Seattle WA,Los Angeles CA,160,222,Los Angeles CA,Boston MA,340,500
534,Seattle WA,Los Angeles CA,156,222,Los Angeles CA,Boston MA,340,496
568,Seattle WA,Los Angeles CA,149,222,Los Angeles CA,Boston MA,340,489
570,Seattle WA,Los Angeles CA,160,222,Los Angeles CA,Boston MA,340,500
698,Seattle WA,Los Angeles CA,154,222,Los Angeles CA,Boston MA,340,494
495,Seattle WA,Los Angeles CA,151,222,Los Angeles CA,Boston MA,340,491
518,Seattle WA,San Diego CA,167,226,San Diego CA,Boston MA,363,530
520,Seattle WA,San Diego CA,161,226,San Diego CA,Boston MA,363,524
550,Seattle WA,San Diego CA,166,226,San Diego CA,Boston MA,363,529
558,Seattle WA,San Diego CA,160,226,San Diego CA,Boston MA,363,523
562,Seattle WA,San Diego CA,160,226,San Diego CA,Boston MA,363,523
566,Seattle WA,San Diego CA,158,226,San Diego CA,Boston MA,363,521
2351,Seattle WA,San Diego CA,151,226,San Diego CA,Boston MA,363,514
486,Seattle WA,San Diego CA,166,226,San Diego CA,Boston MA,363,529
488,Seattle WA,San Diego CA,154,226,San Diego CA,Boston MA,363,517
490,Seattle WA,San Diego CA,158,226,San Diego CA,Boston MA,363,521
496,Seattle WA,San Diego CA,157,226,San Diego CA,Boston MA,363,520
921,Seattle WA,San Diego CA,152,226,San Diego CA,Boston MA,363,515
1555,Seattle WA,San Diego CA,150,226,San Diego CA,Boston MA,363,513
580,Seattle WA,San Diego CA,158,226,San Diego CA,Boston MA,363,521
590,Seattle WA,San Diego CA,163,226,San Diego CA,Boston MA,363,526
238,Seattle WA,San Diego CA,159,226,San Diego CA,Boston MA,363,522
248,Seattle WA,San Diego CA,167,226,San Diego CA,Boston MA,363,530
476,Seattle WA,San Diego CA,155,226,San Diego CA,Boston MA,363,518
484,Seattle WA,San Diego CA,156,226,San Diego CA,Boston MA,363,519
228,Seattle WA,Los Angeles CA,150,264,Los Angeles CA,Boston MA,326,476
280,Seattle WA,Los Angeles CA,150,264,Los Angeles CA,Boston MA,326,476
292,Seattle WA,Los Angeles CA,161,264,Los Angeles CA,Boston MA,326,487
468,Seattle WA,Los Angeles CA,145,264,Los Angeles CA,Boston MA,326,471
502,Seattle WA,Los Angeles CA,162,264,Los Angeles CA,Boston MA,326,488
524,Seattle WA,Los Angeles CA,154,264,Los Angeles CA,Boston MA,326,480
848,Seattle WA,Los Angeles CA,161,264,Los Angeles CA,Boston MA,326,487
1974,Seattle WA,Los Angeles CA,151,264,Los Angeles CA,Boston MA,326,477
5611,Seattle WA,Los Angeles CA,178,264,Los Angeles CA,Boston MA,326,504
1780,Seattle WA,Los Angeles CA,151,264,Los Angeles CA,Boston MA,326,477
784,Seattle WA,Los Angeles CA,146,264,Los Angeles CA,Boston MA,326,472
798,Seattle WA,Los Angeles CA,150,264,Los Angeles CA,Boston MA,326,476
482,Seattle WA,Los Angeles CA,149,264,Los Angeles CA,Boston MA,326,475
1470,Seattle WA,Los Angeles CA,153,264,Los Angeles CA,Boston MA,326,479
1550,Seattle WA,Los Angeles CA,161,264,Los Angeles CA,Boston MA,326,487
1578,Seattle WA,Los Angeles CA,157,264,Los Angeles CA,Boston MA,326,483
128,Seattle WA,Los Angeles CA,158,264,Los Angeles CA,Boston MA,326,484
198,Seattle WA,Los Angeles CA,160,264,Los Angeles CA,Boston MA,326,486
460,Seattle WA,Los Angeles CA,154,264,Los Angeles CA,Boston MA,326,480
462,Seattle WA,Los Angeles CA,152,264,Los Angeles CA,Boston MA,326,478
464,Seattle WA,Los Angeles CA,163,264,Los Angeles CA,Boston MA,326,489
470,Seattle WA,Los Angeles CA,181,264,Los Angeles CA,Boston MA,326,507
472,Seattle WA,Los Angeles CA,155,264,Los Angeles CA,Boston MA,326,481
474,Seattle WA,Los Angeles CA,154,264,Los Angeles CA,Boston MA,326,480
446,Seattle WA,Los Angeles CA,155,264,Los Angeles CA,Boston MA,326,481
448,Seattle WA,Los Angeles CA,154,264,Los Angeles CA,Boston MA,326,480
450,Seattle WA,Los Angeles CA,151,264,Los Angeles CA,Boston MA,326,477
452,Seattle WA,Los Angeles CA,148,264,Los Angeles CA,Boston MA,326,474
454,Seattle WA,Los Angeles CA,157,264,Los Angeles CA,Boston MA,326,483
456,Seattle WA,Los Angeles CA,159,264,Los Angeles CA,Boston MA,326,485
703,Seattle WA,Los Angeles CA,153,264,Los Angeles CA,Boston MA,326,479
771,Seattle WA,Los Angeles CA,145,264,Los Angeles CA,Boston MA,326,471
1167,Seattle WA,Los Angeles CA,167,264,Los Angeles CA,Boston MA,326,493
1175,Seattle WA,Los Angeles CA,151,264,Los Angeles CA,Boston MA,326,477
440,Seattle WA,Los Angeles CA,153,264,Los Angeles CA,Boston MA,326,479
444,Seattle WA,Los Angeles CA,195,264,Los Angeles CA,Boston MA,326,521
530,Seattle WA,Los Angeles CA,160,264,Los Angeles CA,Boston MA,326,486
534,Seattle WA,Los Angeles CA,156,264,Los Angeles CA,Boston MA,326,482
568,Seattle WA,Los Angeles CA,149,264,Los Angeles CA,Boston MA,326,475
570,Seattle WA,Los Angeles CA,160,264,Los Angeles CA,Boston MA,326,486
698,Seattle WA,Los Angeles CA,154,264,Los Angeles CA,Boston MA,326,480
495,Seattle WA,Los Angeles CA,151,264,Los Angeles CA,Boston MA,326,477
456,Seattle WA,St. Louis MO,230,456,St. Louis MO,Boston MA,161,391
852,Seattle WA,St. Louis MO,220,456,St. Louis MO,Boston MA,161,381
1498,Seattle WA,St. Louis MO,214,456,St. Louis MO,Boston MA,161,375
748,Seattle WA,St. Louis MO,225,456,St. Louis MO,Boston MA,161,386
712,Seattle WA,St. Louis MO,221,456,St. Louis MO,Boston MA,161,382
392,Seattle WA,St. Louis MO,219,456,St. Louis MO,Boston MA,161,380
526,Seattle WA,Chicago IL,230,542,Chicago IL,Boston MA,136,366
868,Seattle WA,Chicago IL,232,542,Chicago IL,Boston MA,136,368
1460,Seattle WA,Chicago IL,223,542,Chicago IL,Boston MA,136,359
1734,Seattle WA,Chicago IL,227,542,Chicago IL,Boston MA,136,363
2041,Seattle WA,Chicago IL,261,542,Chicago IL,Boston MA,136,397
2333,Seattle WA,Chicago IL,221,542,Chicago IL,Boston MA,136,357
3951,Seattle WA,Chicago IL,228,542,Chicago IL,Boston MA,136,364
4375,Seattle WA,Chicago IL,238,542,Chicago IL,Boston MA,136,374
4575,Seattle WA,Chicago IL,233,542,Chicago IL,Boston MA,136,369
1977,Seattle WA,Chicago IL,221,542,Chicago IL,Boston MA,136,357
1262,Seattle WA,Chicago IL,230,542,Chicago IL,Boston MA,136,366
1282,Seattle WA,Chicago IL,233,542,Chicago IL,Boston MA,136,369
1905,Seattle WA,Chicago IL,227,542,Chicago IL,Boston MA,136,363
1116,Seattle WA,Chicago IL,222,542,Chicago IL,Boston MA,136,358
3060,Seattle WA,Chicago IL,222,542,Chicago IL,Boston MA,136,358
20,Seattle WA,Chicago IL,217,542,Chicago IL,Boston MA,136,353
22,Seattle WA,Chicago IL,241,542,Chicago IL,Boston MA,136,377
26,Seattle WA,Chicago IL,219,542,Chicago IL,Boston MA,136,355
34,Seattle WA,Chicago IL,233,542,Chicago IL,Boston MA,136,369
1519,Seattle WA,Chicago IL,237,542,Chicago IL,Boston MA,136,373
1949,Seattle WA,Chicago IL,217,542,Chicago IL,Boston MA,136,353
2220,Seattle WA,Chicago IL,231,542,Chicago IL,Boston MA,136,367
42,Seattle WA,Chicago IL,228,542,Chicago IL,Boston MA,136,364
184,Seattle WA,Chicago IL,233,542,Chicago IL,Boston MA,136,369
1283,Seattle WA,Chicago IL,227,542,Chicago IL,Boston MA,136,363
1239,Seattle WA,Chicago IL,235,542,Chicago IL,Boston MA,136,371
1628,Seattle WA,Chicago IL,237,542,Chicago IL,Boston MA,136,373
754,Seattle WA,Chicago IL,223,542,Chicago IL,Boston MA,136,359
938,Seattle WA,Chicago IL,265,542,Chicago IL,Boston MA,136,401
942,Seattle WA,Chicago IL,229,542,Chicago IL,Boston MA,136,365
1236,Seattle WA,Chicago IL,266,542,Chicago IL,Boston MA,136,402
202,Seattle WA,Chicago IL,225,542,Chicago IL,Boston MA,136,361
1027,Seattle WA,Chicago IL,245,542,Chicago IL,Boston MA,136,381
20,Seattle WA,Chicago IL,249,542,Chicago IL,Boston MA,136,385
22,Seattle WA,Chicago IL,236,542,Chicago IL,Boston MA,136,372
160,Seattle WA,Chicago IL,235,542,Chicago IL,Boston MA,136,371
384,Seattle WA,Chicago IL,0,542,Chicago IL,Boston MA,136,136
486,Seattle WA,Chicago IL,233,542,Chicago IL,Boston MA,136,369
646,Seattle WA,Chicago IL,232,542,Chicago IL,Boston MA,136,368
NULL,NULL,NULL,NULL,586,San Juan PR,Boston MA,233,NULL
